",sgSCR_pre_r1,sgSCR_pre_r2,sgSCR_pre_r3,MBD2KO_pre_r1,MBD2KO_pre_r2,MBD2KO_pre_r3,sgSCR_post_r1,sgSCR_post_r2,sgSCR_post_r3,MBD2KO_post_r1,MBD2KO_post_r2,MBD2KO_post_r3"
"9410" ",\"RAB5IF,87,152,106,197,146,158,79,114,101,70,78,83\""
"9411" ",\"RAB6A,453,680,428,511,396,423,397,457,375,326,374,292\""
"9412" ",\"RAB6B,224,293,256,519,438,334,354,444,287,591,690,586\""
"9413" ",\"RAB6C,10,20,8,18,9,12,8,17,7,10,11,11\""
"9414" ",\"RAB6D,37,54,37,53,38,27,51,47,30,29,35,24\""
"9415" ",\"RAB7A,262,416,326,394,401,366,338,401,257,228,270,206\""
"9416" ",\"RAB8A,223,356,243,323,316,320,168,244,180,145,147,130\""
"9417" ",\"RAB8B,439,553,397,885,596,661,555,703,557,1102,1287,852\""
"9418" ",\"RAB9A,219,337,194,308,259,276,195,257,162,143,175,140\""
"9419" ",\"RABAC1,100,147,135,109,107,81,54,77,50,53,39,40\""
"9420" ",\"RABEP1,1835,2362,1750,2152,1565,1898,1871,2188,1556,1156,1314,976\""
"9421" ",\"RABEP2,60,89,60,78,73,84,28,54,37,19,28,19\""
"9422" ",\"RABEPK,182,271,188,275,259,240,180,246,174,112,119,92\""
"9423" ",\"RABGAP1,667,938,671,917,770,727,783,887,654,558,646,499\""
"9424" ",\"RABGAP1L,2050,2680,1868,2827,1832,1999,4384,5490,3843,3492,3739,2722\""
"9425" ",\"RABGAP1L-DT,6,5,5,4,10,6,8,17,10,11,15,16\""
"9426" ",\"RABGEF1,23,36,24,32,25,25,22,30,22,22,14,19\""
"9427" ",\"RABGGTA,36,56,35,39,52,32,33,49,28,31,36,32\""
"9428" ",\"RABGGTB,2893,3729,2490,3750,2844,3346,1599,1989,1506,1492,1625,1160\""
"9429" ",\"RABIF,97,139,119,162,166,157,107,148,113,78,69,79\""
"9430" ",\"RABL2A,20,30,20,18,23,17,22,25,14,8,9,11\""
"9431" ",\"RABL2B,45,71,34,59,35,42,41,58,28,23,25,21\""
"9432" ",\"RABL3,401,581,398,497,378,451,335,430,294,240,236,201\""
"9433" ",\"RABL6,607,874,638,850,879,726,601,877,541,491,516,475\""
"9434" ",\"RAC1,793,1207,857,1148,1080,997,718,931,653,616,800,640\""
"9435" ",\"RAC1P2,435,698,503,644,611,574,387,470,344,328,375,325\""
"9436" ",\"RAC2,208,328,228,248,264,208,309,401,262,155,197,200\""
"9437" ",\"RAC3,25,31,20,59,56,42,13,22,21,27,29,14\""
"9438" ",\"RACGAP1,1683,2128,1509,2082,1538,1666,1566,2026,1394,1585,1785,1268\""
"9439" ",\"RACGAP1P,29,49,20,39,39,21,34,49,14,28,34,21\""
"9440" ",\"RACK1,15202,20868,15043,21470,17177,15673,13598,18859,12226,11880,12410,10187\""
"9441" ",\"RAD1,684,912,623,796,584,607,655,831,633,580,610,509\""
"9442" ",\"RAD17,1029,1351,859,1211,823,865,989,1214,837,641,769,496\""
"9443" ",\"RAD17P1,73,117,90,78,48,53,71,84,82,62,63,42\""
"9444" ",\"RAD18,743,1007,650,874,669,807,630,730,548,362,462,361\""
"9445" ",\"RAD1P1,17,24,14,33,15,17,12,21,16,13,24,15\""
"9446" ",\"RAD21,6187,7864,5214,6902,4615,5558,5037,5542,4013,4079,4724,3342\""
"9447" ",\"RAD21-AS1,1,9,3,8,6,4,15,9,10,8,14,5\""
"9448" ",\"RAD23A,194,237,160,258,300,198,356,487,288,350,387,364\""
"9449" ",\"RAD23B,2256,3308,2394,2939,2462,2342,1722,2297,1703,1563,1743,1287\""
"9450" ",\"RAD23BP1,124,171,110,155,128,137,98,162,65,74,86,58\""
"9451" ",\"RAD50,1116,1540,1006,1531,1153,1174,1041,1294,868,804,968,669\""
"9452" ",\"RAD51,362,524,381,461,347,316,448,601,393,367,462,330\""
"9453" ",\"RAD51-AS1,45,71,55,69,50,52,71,67,63,76,85,66\""
"9454" ",\"RAD51AP1,801,1053,721,981,621,698,791,957,659,616,684,461\""
"9455" ",\"RAD51AP1P1,53,56,50,60,30,51,43,56,62,64,55,42\""
"9456" ",\"RAD51B,256,314,199,236,134,155,366,491,329,179,187,179\""
"9457" ",\"RAD51C,490,622,406,513,401,362,346,434,321,232,290,184\""
"9458" ",\"RAD51D,220,356,246,245,213,183,208,338,204,129,166,109\""
"9459" ",\"RAD52,146,193,145,157,134,133,165,207,132,130,150,114\""
"9460" ",\"RAD54B,353,414,313,318,235,281,354,472,354,257,254,201\""
"9461" ",\"RAD54L,170,186,149,191,172,198,191,223,158,147,173,138\""
"9462" ",\"RAD54L2,256,374,257,334,213,191,289,413,311,277,283,212\""
"9463" ",\"RAD9A,53,92,76,89,107,73,89,134,86,90,123,97\""
"9464" ",\"RAD9B,40,67,54,56,36,40,71,92,57,58,75,59\""
"9465" ",\"RADX,288,387,285,225,183,209,200,276,185,155,169,121\""
"9466" ",\"RAE1,464,670,484,629,595,616,377,562,360,292,365,282\""
"9467" ",\"RAF1,822,1136,885,1145,993,915,953,1282,915,774,892,755\""
"9468" ",\"RAG1,13,14,15,19,9,7,11,20,13,13,14,4\""
"9469" ",\"RAG2,11,9,5,16,9,12,19,22,9,14,19,6\""
"9470" ",\"RAI1,99,146,115,109,102,82,91,124,72,47,58,65\""
"9471" ",\"RALA,282,371,274,319,275,291,170,199,157,121,135,90\""
"9472" ",\"RALB,1751,2297,1744,1638,1225,1263,1363,1804,1282,516,499,421\""
"9473" ",\"RALBP1,2493,3612,2651,1688,1548,1517,1926,2607,1776,869,985,859\""
"9474" ",\"RALGAPA1,445,606,309,521,349,375,352,552,317,307,348,239\""
"9475" ",\"RALGAPA1P1,407,499,378,472,329,438,402,433,335,310,323,261\""
"9476" ",\"RALGAPA2,850,1111,819,772,693,750,503,642,469,220,248,214\""
"9477" ",\"RALGAPB,903,1338,890,1153,931,916,1012,1133,813,784,812,621\""
"9478" ",\"RALGDS,198,310,235,302,331,270,238,297,174,257,256,251\""
"9479" ",\"RALGPS2,243,300,228,503,280,374,207,247,202,492,535,361\""
"9480" ",\"RALY,612,856,735,841,830,649,575,753,493,483,491,538\""
"9481" ",\"RAMAC,60,72,59,66,53,40,59,83,49,51,52,46\""
"9482" ",\"RAMACL,207,278,184,257,205,190,185,272,174,153,162,136\""
"9483" ",\"RAN,5045,6905,4400,6320,4909,4970,3666,4697,3140,2730,3029,2047\""
"9484" ",\"RANBP1,1019,1451,976,1481,1117,1126,918,1206,792,647,688,525\""
"9485" ",\"RANBP10,134,170,151,250,217,194,342,406,266,386,469,403\""
"9486" ",\"RANBP17,412,543,358,398,212,291,504,732,493,390,437,307\""
"9487" ",\"RANBP2,5944,7977,5604,7420,5364,6391,4793,5962,4349,3751,4078,2945\""
"9488" ",\"RANBP20P,33,43,25,34,26,35,36,34,18,16,28,11\""
"9489" ",\"RANBP3,316,517,429,494,591,439,404,536,351,311,338,293\""
"9490" ",\"RANBP3L,26,36,18,33,12,24,19,19,16,16,14,10\""
"9491" ",\"RANBP6,761,1108,670,973,709,694,1105,1520,1083,1008,1143,802\""
"9492" ",\"RANBP9,1057,1457,1048,1341,1080,1197,975,1124,813,690,761,544\""
"9493" ",\"RANGAP1,609,1033,845,1008,1196,935,790,982,728,679,806,667\""
"9494" ",\"RANGRF,12,25,15,21,19,32,12,11,12,6,7,7\""
"9495" ",\"RANP1,1647,2172,1406,2114,1772,1566,1135,1594,988,848,953,758\""
"9496" ",\"RANP4,105,152,125,78,76,79,78,75,90,41,36,33\""
"9497" ",\"RANP6,333,440,432,401,342,437,269,241,265,230,224,188\""
"9498" ",\"RAP1A,757,1200,766,965,828,803,668,811,585,598,823,514\""
"9499" ",\"RAP1AP,31,49,24,47,70,46,35,40,27,35,47,35\""
"9500" ",\"RAP1B,664,958,677,796,600,702,688,809,552,476,486,336\""
"9501" ",\"RAP1GAP,184,313,240,404,428,295,197,239,148,819,880,887\""
"9502" ",\"RAP1GDS1,607,948,659,839,599,659,535,648,444,391,441,300\""
"9503" ",\"RAP2A,847,1134,727,1089,808,886,543,653,496,665,772,555\""
"9504" ",\"RAP2B,1357,1961,1417,1376,1181,1075,1717,2139,1426,792,806,703\""
"9505" ",\"RAP2C,359,436,299,386,304,313,276,322,265,194,248,169\""
"9506" ",\"RAP2C-AS1,24,27,21,21,11,12,17,36,16,15,16,15\""
"9507" ",\"RAPGEF1,106,188,129,150,144,112,135,164,84,55,49,64\""
"9508" ",\"RAPGEF2,3598,4509,3306,3737,2765,3102,1906,2296,1603,1748,1848,1509\""
"9509" ",\"RAPGEF5,304,377,281,351,301,346,346,420,294,146,147,123\""
"9510" ",\"RAPGEF6,240,267,209,250,195,233,190,265,180,172,177,130\""
"9511" ",\"RAPGEFL1,13,35,16,35,25,34,20,14,18,13,14,11\""
"9512" ",\"RAPH1,17,21,16,14,11,17,15,15,5,11,11,10\""
"9513" ",\"RARA,9,25,18,9,23,19,21,29,17,6,11,10\""
"9514" ",\"RARB,32,57,32,33,27,40,14,17,16,14,13,9\""
"9515" ",\"RARG,16,24,19,13,21,13,26,33,21,13,17,17\""
"9516" ",\"RARRES1,41,65,43,69,46,65,34,64,43,39,27,28\""
"9517" ",\"RARS1,1644,2234,1496,2015,1516,1730,1214,1559,1180,728,812,573\""
"9518" ",\"RARS2,776,1075,780,1101,759,859,857,1141,801,627,645,499\""
"9519" ",\"RASA1,557,742,522,606,455,509,606,781,582,588,588,424\""
"9520" ",\"RASA2,305,382,254,332,190,214,287,330,235,147,184,119\""
"9521" ",\"RASA3,373,496,382,493,431,378,323,391,273,118,146,136\""
"9522" ",\"RASA4B,18,35,27,27,24,16,16,28,16,21,30,18\""
"9523" ",\"RASA4CP,76,85,62,95,98,54,71,104,55,65,69,49\""
"9524" ",\"RASAL2,398,459,325,376,305,311,200,252,163,90,89,79\""
"9525" ",\"RASAL3,12,29,18,3,1,1,4,9,12,0,1,3\""
"9526" ",\"RASD1,90,105,75,113,104,69,244,339,198,231,280,251\""
"9527" ",\"RASGEF1A,5,7,4,8,13,9,7,11,8,13,7,11\""
"9528" ",\"RASGEF1B,64,77,63,102,58,86,73,82,57,70,87,66\""
"9529" ",\"RASGRP1,54,100,56,100,48,76,76,93,67,75,71,61\""
"9530" ",\"RASGRP3,3,1,2,18,13,15,2,4,7,10,12,15\""
"9531" ",\"RASIP1,9,17,16,31,24,17,41,34,30,52,37,29\""
"9532" ",\"RASL11A,41,36,36,54,39,41,47,57,27,29,21,29\""
"9533" ",\"RASSF1,705,992,815,873,715,620,490,695,440,384,388,353\""
"9534" ",\"RASSF3,93,171,98,109,83,115,64,61,37,26,28,15\""
"9535" ",\"RASSF5,248,329,260,232,308,224,162,174,131,48,44,49\""
"9536" ",\"RASSF7,173,217,193,213,203,123,123,186,111,52,62,55\""
"9537" ",\"RAVER1,112,204,163,185,213,133,185,198,157,123,144,123\""
"9538" ",\"RAVER2,158,184,113,164,114,141,220,260,184,239,201,173\""
"9539" ",\"RB1,1165,1512,1002,1236,1018,1028,1144,1363,1052,944,1064,713\""
"9540" ",\"RB1-DT,7,14,8,9,5,5,5,20,10,11,15,6\""
"9541" ",\"RB1CC1,2630,3416,2117,3544,2279,2723,2373,2885,2122,4105,4402,3093\""
"9542" ",\"RBAK,466,626,417,519,422,435,408,498,372,364,442,239\""
"9543" ",\"RBBP4,1500,1954,1257,1884,1425,1569,1437,1704,1177,1134,1249,916\""
"9544" ",\"RBBP4P1,359,485,322,450,359,386,383,430,296,285,308,246\""
"9545" ",\"RBBP4P2,197,283,180,248,150,185,198,201,157,154,148,118\""
"9546" ",\"RBBP4P4,13,19,6,16,11,9,13,19,8,6,6,5\""
"9547" ",\"RBBP4P5,17,21,12,36,16,18,13,24,10,10,14,10\""
"9548" ",\"RBBP5,621,902,613,834,650,673,690,871,624,500,554,436\""
"9549" ",\"RBBP6,1138,1555,1147,1340,1121,1221,1388,1688,1170,1165,1322,1011\""
"9550" ",\"RBBP7,2560,3613,2586,3300,2536,2518,1908,2616,1793,1455,1575,1128\""
"9551" ",\"RBBP8,1757,2392,1611,1641,1223,1350,1504,1991,1423,840,867,634\""
"9552" ",\"RBBP9,305,437,285,850,681,665,91,102,77,99,99,100\""
"9553" ",\"RBCK1,177,270,202,237,231,154,266,382,254,270,289,263\""
"9554" ",\"RBFA,257,380,337,299,240,275,230,324,208,121,140,129\""
"9555" ",\"RBFADN,9,12,10,16,15,13,13,18,11,6,10,7\""
"9556" ",\"RBFOX2,77,134,95,139,133,115,62,74,51,42,45,41\""
"9557" ",\"RBIS,1006,1369,826,1056,657,851,754,1033,725,564,612,425\""
"9558" ",\"RBISP2,9,23,22,25,11,14,12,14,17,12,12,10\""
"9559" ",\"RBKS,17,23,25,21,22,13,27,46,20,12,15,18\""
"9560" ",\"RBL1,1119,1567,1092,1459,940,1005,1392,1774,1306,1140,1157,838\""
"9561" ",\"RBL2,1178,1693,1175,1364,1003,1010,1197,1452,1058,816,977,702\""
"9562" ",\"RBM10,608,956,721,857,820,693,509,684,487,495,543,430\""
"9563" ",\"RBM12,1047,1426,878,1101,1033,1041,1108,1359,930,777,925,686\""
"9564" ",\"RBM12B,1411,1983,1340,1578,1210,1283,1745,2197,1502,1335,1484,1047\""
"9565" ",\"RBM12B-AS1,109,151,133,125,107,105,156,178,141,145,135,121\""
"9566" ",\"RBM14,372,580,432,432,476,395,524,622,410,342,365,365\""
"9567" ",\"RBM14-RBM4,30,29,21,24,7,27,23,42,37,22,26,13\""
"9568" ",\"RBM15,1251,1646,1282,1724,1311,1348,1782,2234,1611,1730,1786,1521\""
"9569" ",\"RBM15B,637,942,702,846,897,775,658,798,593,501,556,550\""
"9570" ",\"RBM17,944,1257,882,1347,1057,1035,973,1385,856,891,1016,727\""
"9571" ",\"RBM17P4,56,92,90,99,67,89,83,111,81,76,85,81\""
"9572" ",\"RBM18,384,540,351,474,373,419,309,360,310,269,294,216\""
"9573" ",\"RBM19,724,1084,826,1010,1045,985,569,752,542,371,405,302\""
"9574" ",\"RBM22,194,269,196,262,255,237,206,287,201,206,210,196\""
"9575" ",\"RBM23,545,776,540,691,596,627,453,555,441,433,450,371\""
"9576" ",\"RBM25,2705,3603,2673,3253,2711,2873,3896,5284,3552,2688,3007,2314\""
"9577" ",\"RBM26,1086,1350,921,1155,798,1030,1168,1308,927,729,744,534\""
"9578" ",\"RBM26-AS1,32,44,34,49,32,30,50,50,40,46,54,34\""
"9579" ",\"RBM27,584,751,554,685,569,653,486,553,466,331,374,254\""
"9580" ",\"RBM28,667,1043,757,998,853,951,809,1071,709,547,589,448\""
"9581" ",\"RBM3,3999,5782,3881,5049,4041,4027,3394,4707,3438,2890,3181,2286\""
"9582" ",\"RBM33,698,956,717,996,741,774,909,1112,739,849,921,759\""
"9583" ",\"RBM34,19,23,16,15,13,18,28,29,20,7,12,8\""
"9584" ",\"RBM38,139,195,176,330,377,259,280,382,242,669,749,697\""
"9585" ",\"RBM39,4504,5569,3803,5540,3586,3972,4644,6061,4187,4342,4768,3260\""
"9586" ",\"RBM4,135,178,134,155,106,136,189,255,184,165,188,147\""
"9587" ",\"RBM41,971,1270,928,950,608,757,812,939,673,511,472,368\""
"9588" ",\"RBM42,154,291,202,254,340,187,247,367,244,183,212,250\""
"9589" ",\"RBM43,129,204,165,176,157,142,103,136,102,100,123,62\""
"9590" ",\"RBM45,246,331,231,328,226,216,216,301,236,110,135,93\""
"9591" ",\"RBM47,111,155,114,57,65,75,134,118,111,34,37,29\""
"9592" ",\"RBM48,255,347,282,315,224,274,298,392,350,272,286,222\""
"9593" ",\"RBM4B,265,333,220,320,255,259,245,300,213,197,203,141\""
"9594" ",\"RBM5,1333,1726,1332,1577,1180,1359,1691,2085,1561,1542,1706,1276\""
"9595" ",\"RBM6,990,1363,1012,1207,975,1045,1154,1516,1001,903,1021,843\""
"9596" ",\"RBM7,284,432,256,365,275,331,245,333,244,256,267,179\""
"9597" ",\"RBM8A,500,701,516,694,501,553,429,605,419,361,412,322\""
"9598" ",\"RBM8B,377,568,380,493,458,414,377,474,334,285,338,266\""
"9599" ",\"RBMS1,194,280,173,308,231,218,184,209,153,131,130,84\""
"9600" ",\"RBMS1P1,45,75,58,74,77,59,63,73,55,28,32,38\""
"9601" ",\"RBMS2,18,13,14,10,9,12,12,11,5,12,5,16\""
"9602" ",\"RBMX,3308,4599,3322,3771,3152,3282,4022,5126,3535,2806,3226,2437\""
"9603" ",\"RBMX2,231,351,206,287,191,202,182,244,157,157,166,134\""
"9604" ",\"RBMX2P5,25,35,27,28,24,24,17,26,19,22,24,17\""
"9605" ",\"RBMXL1,751,1121,693,896,881,777,829,1150,708,539,627,496\""
"9606" ",\"RBMXP2,258,416,392,334,287,311,418,446,464,335,333,354\""
"9607" ",\"RBMXP4,8,11,6,8,15,12,15,22,7,10,12,4\""
"9608" ",\"RBP5,11,12,7,18,14,15,13,17,9,8,7,2\""
"9609" ",\"RBPJ,981,1367,914,1204,979,1090,925,1066,800,664,754,512\""
"9610" ",\"RBPJP5,56,69,46,45,30,44,34,53,39,28,36,33\""
"9611" ",\"RBPMS,36,37,38,40,33,44,42,37,23,28,23,11\""
"9612" ",\"RBSN,374,479,389,493,411,413,426,510,366,336,388,326\""
"9613" ",\"RBX1,752,962,697,1160,783,775,922,1224,833,972,1009,759\""
"9614" ",\"RC3H1,1001,1235,889,1071,847,1013,988,1097,828,818,755,579\""
"9615" ",\"RC3H2,1130,1411,1022,1288,972,1049,1097,1330,957,1017,1118,821\""
"9616" ",\"RCAN1,328,390,305,460,349,357,224,295,228,224,245,170\""
"9617" ",\"RCBTB1,647,922,682,793,617,703,435,549,406,322,350,251\""
"9618" ",\"RCBTB2,95,128,83,108,80,80,66,100,52,41,57,52\""
"9619" ",\"RCC1,776,1216,1015,1111,1204,1062,591,801,575,415,424,392\""
"9620" ",\"RCC1L,463,691,535,641,691,569,313,450,292,246,262,224\""
"9621" ",\"RCC2,2135,3099,2320,2981,2779,2446,2052,2750,1823,1699,1943,1606\""
"9622" ",\"RCC2P6,107,206,128,175,150,144,112,153,101,106,87,91\""
"9623" ",\"RCCD1,191,283,217,246,263,184,293,399,252,273,308,262\""
"9624" ",\"RCE1,47,80,62,85,74,66,94,108,67,65,63,62\""
"9625" ",\"RCHY1,454,659,439,557,456,536,262,308,247,173,147,104\""
"9626" ",\"RCL1,443,639,425,813,676,692,643,777,536,796,870,668\""
"9627" ",\"RCN1,116,193,129,86,54,51,146,203,160,49,91,73\""
"9628" ",\"RCN1P2,21,59,43,25,14,14,30,55,35,24,16,32\""
"9629" ",\"RCN2,425,581,410,518,427,417,316,378,294,202,224,181\""
"9630" ",\"RCN3,2,1,0,11,17,11,5,9,3,13,18,12\""
"9631" ",\"RCOR1,468,649,439,713,490,515,1259,1477,954,1093,1240,946\""
"9632" ",\"RCOR3,569,749,508,696,512,571,592,661,500,598,587,448\""
"9633" ",\"RCSD1,801,1158,965,605,458,353,380,546,347,165,211,146\""
"9634" ",\"RDH10,1210,1522,1067,2164,1413,1285,1424,1767,1224,1431,1545,1053\""
"9635" ",\"RDH10-AS1,81,70,55,111,67,79,81,97,58,91,84,58\""
"9636" ",\"RDH11,790,1062,752,1069,764,824,994,1224,869,1053,1082,832\""
"9637" ",\"RDH13,196,322,250,298,304,323,242,270,195,122,133,135\""
"9638" ",\"RDH14,158,220,147,211,145,138,117,162,118,138,136,104\""
"9639" ",\"RDM1,16,27,11,17,23,18,14,11,6,9,8,7\""
"9640" ",\"RDX,935,1180,775,1033,762,869,780,876,685,682,762,482\""
"9641" ",\"REC8,67,102,72,54,66,53,125,188,112,64,65,53\""
"9642" ",\"RECQL,1025,1342,874,1217,847,948,757,1041,752,712,725,537\""
"9643" ",\"RECQL4,613,962,844,1087,1199,880,693,1009,664,563,630,601\""
"9644" ",\"RECQL5,248,341,272,321,313,241,341,520,324,337,406,304\""
"9645" ",\"REEP1,6,11,8,16,8,23,21,26,9,27,33,22\""
"9646" ",\"REEP3,298,398,252,288,252,277,300,352,291,248,247,174\""
"9647" ",\"REEP4,47,71,67,74,83,64,106,150,84,101,116,92\""
"9648" ",\"REEP5,571,822,599,738,588,513,442,587,421,310,364,253\""
"9649" ",\"REEP6,32,49,38,92,131,63,57,100,64,85,79,85\""
"9650" ",\"REL,223,272,192,297,229,186,257,292,194,188,186,144\""
"9651" ",\"RELA,86,124,101,128,132,103,99,120,75,69,100,84\""
"9652" ",\"RELB,23,33,18,35,49,30,12,13,8,21,37,30\""
"9653" ",\"RELCH,1050,1292,933,847,574,593,1367,1814,1269,734,779,573\""
"9654" ",\"RELL1,36,63,49,84,63,61,103,134,79,99,103,86\""
"9655" ",\"RELL2,88,148,135,113,150,109,18,35,25,15,7,10\""
"9656" ",\"RELN,10452,15454,11618,18716,15625,16056,11436,13682,9228,9237,9894,8323\""
"9657" ",\"RELT,95,157,125,133,136,106,148,204,134,135,148,151\""
"9658" ",\"REM2,8,22,11,8,16,17,9,24,17,16,25,13\""
"9659" ",\"RENBP,72,101,89,134,117,87,52,91,45,66,61,67\""
"9660" ",\"REPIN1,426,623,507,580,664,543,635,771,498,285,339,333\""
"9661" ",\"REPS1,322,472,315,411,350,306,184,282,201,159,171,145\""
"9662" ",\"REPS2,377,551,341,671,450,565,663,782,619,626,658,442\""
"9663" ",\"RER1,822,1192,894,1278,1079,1016,719,973,699,717,750,626\""
"9664" ",\"RERE,135,202,138,206,138,166,148,237,127,116,97,98\""
"9665" ",\"RESF1,3595,4478,3269,2517,1708,1940,2066,2675,1837,1715,1887,1353\""
"9666" ",\"REST,1161,1683,1070,1344,1040,1182,981,1242,845,847,891,590\""
"9667" ",\"RETREG2,489,674,503,573,594,459,429,572,381,332,355,340\""
"9668" ",\"RETREG3,796,1063,804,1214,982,860,794,1039,681,985,1078,928\""
"9669" ",\"RETSAT,189,335,237,288,298,243,89,132,107,72,78,64\""
"9670" ",\"REV1,982,1210,787,1150,793,924,1097,1475,955,923,972,702\""
"9671" ",\"REV3L,2773,3452,2424,3184,2199,2594,3234,3811,2686,2018,2137,1582\""
"9672" ",\"REX1BD,275,467,367,434,383,302,365,516,361,301,275,256\""
"9673" ",\"REXO1,159,233,173,159,204,154,234,267,198,161,142,152\""
"9674" ",\"REXO1L8P,6,5,2,1,0,1,18,31,16,5,4,6\""
"9675" ",\"REXO2,783,1071,746,1065,793,786,2182,2944,2018,2039,1970,1522\""
"9676" ",\"REXO4,281,444,366,432,424,417,304,424,277,231,268,217\""
"9677" ",\"REXO5,988,1186,793,891,655,606,1042,1433,958,984,1102,829\""
"9678" ",\"RFC1,2064,2765,1838,2673,1924,2177,1706,2268,1570,1522,1624,1194\""
"9679" ",\"RFC2,541,803,627,835,678,612,493,607,397,373,427,318\""
"9680" ",\"RFC3,1044,1370,975,1335,1001,1050,946,1288,896,723,740,573\""
"9681" ",\"RFC3P1,28,36,42,35,26,36,41,24,35,35,28,30\""
"9682" ",\"RFC4,1070,1436,980,1419,911,1064,1009,1379,914,791,909,643\""
"9683" ",\"RFC5,781,1085,727,1022,727,842,652,839,608,612,624,513\""
"9684" ",\"RFESD,574,756,466,797,490,619,648,841,640,947,859,616\""
"9685" ",\"RFESDP1,59,77,43,91,61,57,71,109,73,69,116,59\""
"9686" ",\"RFFL,77,88,73,74,63,74,140,154,96,133,174,158\""
"9687" ",\"RFK,591,760,512,588,481,584,625,626,501,411,472,252\""
"9688" ",\"RFLNB,13,21,27,35,36,19,32,33,33,76,80,72\""
"9689" ",\"RFNG,40,74,53,86,121,76,52,70,58,52,68,61\""
"9690" ",\"RFPL1S,70,101,77,115,91,70,97,78,67,40,39,27\""
"9691" ",\"RFT1,310,473,331,360,267,218,367,447,346,267,313,197\""
"9692" ",\"RFTN1,98,166,109,106,96,102,107,160,101,57,71,55\""
"9693" ",\"RFWD3,1272,1688,1229,1570,1285,1429,1240,1749,1166,1022,1134,932\""
"9694" ",\"RFX1,60,70,49,69,55,47,63,93,59,57,51,46\""
"9695" ",\"RFX2,59,74,70,80,88,68,48,72,61,46,44,41\""
"9696" ",\"RFX3,183,164,130,200,118,162,195,226,155,184,167,162\""
"9697" ",\"RFX3-AS1,67,107,66,151,87,98,170,207,142,243,195,154\""
"9698" ",\"RFX5,775,1032,769,989,726,836,517,664,474,340,380,307\""
"9699" ",\"RFX7,562,730,498,590,508,517,594,672,478,372,415,311\""
"9700" ",\"RFXANK,463,627,523,755,653,536,430,570,411,484,507,440\""
"9701" ",\"RFXAP,175,242,163,217,168,150,194,291,221,186,258,141\""
"9702" ",\"RGCC,112,157,110,315,215,205,193,264,162,471,474,368\""
"9703" ",\"RGL2,219,268,208,203,216,172,113,160,120,62,85,58\""
"9704" ",\"RGL4,11,17,17,15,21,5,12,21,8,16,19,13\""
"9705" ",\"RGP1,118,205,136,174,167,131,118,174,107,121,121,90\""
"9706" ",\"RGPD1,63,94,45,89,66,68,53,86,48,47,56,38\""
"9707" ",\"RGPD2,487,662,330,600,420,454,442,556,310,293,340,185\""
"9708" ",\"RGPD3,528,720,410,688,535,563,472,593,339,327,376,197\""
"9709" ",\"RGPD4,111,153,81,113,86,91,75,116,61,68,82,38\""
"9710" ",\"RGPD5,67,92,63,112,92,94,64,42,52,39,44,40\""
"9711" ",\"RGPD6,498,674,410,607,452,482,411,510,346,274,292,219\""
"9712" ",\"RGPD8,104,150,99,149,87,105,95,95,81,59,74,53\""
"9713" ",\"RGS10,189,199,154,538,327,334,254,375,239,613,706,476\""
"9714" ",\"RGS12,119,170,109,150,165,121,149,206,132,174,167,160\""
"9715" ",\"RGS14,98,142,113,103,139,98,75,99,73,32,33,32\""
"9716" ",\"RGS16,35,52,27,59,59,40,75,92,72,108,120,83\""
"9717" ",\"RGS17,43,52,31,48,36,38,35,58,51,77,73,44\""
"9718" ",\"RGS19,22,37,24,38,25,15,11,8,9,4,4,3\""
"9719" ",\"RGS2,77,106,70,82,51,56,207,227,183,179,197,139\""
"9720" ",\"RGS20,98,137,105,103,85,78,102,126,83,76,71,55\""
"9721" ",\"RGS3,31,44,34,30,45,30,44,37,33,20,15,21\""
"9722" ",\"RGS5,13,11,7,10,13,10,14,17,11,9,5,8\""
"9723" ",\"RGS6,188,284,193,232,146,147,315,418,276,423,414,312\""
"9724" ",\"RGS9BP,28,48,37,67,54,52,66,79,46,62,75,60\""
"9725" ",\"RHAG,7453,9630,6869,11243,7217,8275,5096,6044,4486,11555,11706,8609\""
"9726" ",\"RHBDD1,220,251,222,296,210,205,544,662,453,536,594,497\""
"9727" ",\"RHBDD2,55,66,71,63,63,58,57,91,42,32,40,53\""
"9728" ",\"RHBDD3,204,312,232,312,296,297,269,384,238,194,194,178\""
"9729" ",\"RHBDF1,6,4,0,7,7,4,5,8,4,10,12,10\""
"9730" ",\"RHBDL1,4,9,5,15,11,11,14,19,7,3,14,14\""
"9731" ",\"RHCE,21,38,20,68,63,48,28,28,24,128,151,115\""
"9732" ",\"RHD,20,37,44,81,65,57,41,39,27,140,151,129\""
"9733" ",\"RHEB,241,321,233,358,262,242,269,404,252,266,300,218\""
"9734" ",\"RHEBL1,53,68,48,102,60,55,53,76,54,41,49,40\""
"9735" ",\"RHEBP1,90,129,82,95,84,90,92,101,103,111,85,61\""
"9736" ",\"RHEBP2,82,129,107,125,82,102,83,107,94,102,131,91\""
"9737" ",\"RHEX,1429,1993,1262,882,708,659,139,193,148,9,12,8\""
"9738" ",\"RHNO1,292,397,313,353,278,274,320,439,302,308,364,243\""
"9739" ",\"RHOA,3257,4516,3301,4061,3343,3202,2802,3651,2663,2303,2569,1947\""
"9740" ",\"RHOB,249,337,247,204,209,141,516,649,470,500,502,448\""
